,Unnamed: 0,License_Number,X,City,City.1,County,DateCreated,License.,Mail.Suite.Rm,MailAddress,MailCity,MailState,MailSuite.Rm,MailZipCode,OwnerName,PrivDesc,PrivilegeStatus,ReasonAction,State,State.1,StatusDate,StreetAddress,Suite.Rm,Tradename,UBI,ZipCode,ZipCode.1,type:medical,type:processor,type:producer,type:retailer,Group.1,Total_Sales,Excise_Tax_Due,tax_rate,violation_count,violator,log_Total_Sales,log_Excise_Tax_Due
5596,5597,420580,97,TACOMA                  ,,PIERCE,,420580,,3224 6TH AVE                  ,TACOMA                  ,WA,                         ,984065902.0,"ROBERTS,  SVEN",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,3225 N 19TH ST                ,                         ,CANAMO GARDENS                               ,6.03551e+15,984066004.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5597,5598,420581,233,BURIEN                  ,,KING,,420581,,400 SW 206TH ST               ,NORMANDY PARK           ,WA,                         ,981664134.0,GREEN ESSENCE,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,116 SW 148TH ST               ,                         ,GREEN ESSENCE RETAIL LLC                     ,6.03551e+15,981661983.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5598,5599,420582,237,SPOKANE                 ,,SPOKANE,,420582,,639 N RIVERPOINT BLVD APT 9E  ,SPOKANE                 ,WA,                         ,992021674.0,"GRAY,  KELSEY",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,5225 N FREYA ST               ,                         ,GREEN GRASS                                  ,6.03551e+15,992176623.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5599,5600,420585,624,RENTON                  ,,KING,,420585,,18617 SE 41ST CT              ,ISSAQUAH                ,WA,                         ,980279742.0,"SIENA PROPERTIES, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,933 THOMAS AVE SW             ,                         ,THE EVERGREEN MARKET                         ,6.02429e+15,980572931.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5600,5601,420590,635,SEATTLE                 ,,KING,,420590,,"THE GREENHOUSE GROUP, LLC     ",ISSAQUAH                ,WA,2113 NE NELSON LN        ,980293671.0,THE GREENHOUSE GROUP LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,4302 FREMONT AVE N            ,STE C                    ,THE GREENHOUSE GROUP LLC                     ,6.03358e+15,981037224.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5601,5602,420591,34,SEATTLE                 ,,KING,,420591,,828 RAINIER AVE S             ,SEATTLE                 ,WA,                         ,981442838.0,"ALTERCARE, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,4302 FREMONT AVE N            ,                         ,"ALTERCARE, LLC                               ",6.03217e+15,981037224.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5602,5603,420592,35,SEATTLE                 ,,KING,,420592,,828 RAINIER AVE S             ,SEATTLE                 ,WA,                         ,981442838.0,"ALTERCARE, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,3232 1ST AVE S                ,STE B                    ,"ALTERCARE, LLC                               ",6.03217e+15,981341818.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5603,5604,420594,512,SEATTLE                 ,,KING,,420594,,8909 14TH AVE S               ,SEATTLE                 ,WA,                         ,981084818.0,"PARK PLACE RETAIL, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,8909 14TH AVE S  STE D        ,                         ,PARK PLACE                                   ,6.03551e+15,981084818.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5604,5605,420596,396,CRESTON                 ,,LINCOLN,,420596,,36490 HAWK CREEK RD N         ,DAVENPORT               ,WA,                         ,991228763.0,LINCOLN COUNTY DISTRIBUTERS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,105 A ST NE                   ,                         ,LCD                                          ,6.03548e+15,99122.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5605,5606,420597,358,RICHLAND                ,,BENTON,,420597,,1650 MOWRY SQ APT 224         ,RICHLAND                ,WA,                         ,993545705.0,"KALIA MARIJUANA CREATIONS, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,1313 GOETHALS DR              ,                         ,KALI CREATIONS                               ,6.03385e+15,993543203.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5606,5607,420598,365,KIRKLAND                ,,KING,,420598,,5007 S 214TH PL               ,KENT                    ,WA,                         ,980328493.0,KIKU LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,11842 98TH AVE NE             ,                         ,KIKU LLC                                     ,6.03359e+15,980344214.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5607,5608,420599,162,KIRKLAND                ,,KING,,420599,,12525 WILLOWS RD NE STE 10    ,KIRKLAND                ,WA,                         ,980348735.0,,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,12525 WILLOWS RD NE STE 10    ,                         ,DAN'S POT SHOP                               ,6.0336e+15,980348735.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5608,5609,420600,185,OLYMPIA                 ,,THURSTON,,420600,,2735 SOUTH BAY RD NE          ,OLYMPIA                 ,WA,                         ,985062965.0,"DICKERSON,  ERIC  JAMES",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,2735 SOUTH BAY RD NE          ,                         ,ERIC JAMES DICKERSON                         ,6.01755e+15,985062965.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5609,5610,420602,87,SPOKANE VALLEY          ,,SPOKANE,,420602,,1524 E NEBRASKA AVE           ,SPOKANE                 ,WA,                         ,992082935.0,"CALDIER,  MARK  AARON",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,1419 N ARGONNE RD             ,                         ,BUDSKI'S                                     ,6.02669e+15,992122685.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5610,5611,420603,132,SEATTLE                 ,,KING,,420603,,8600 AURORA AVE N             ,SEATTLE                 ,WA,                         ,981033959.0,"CHOICE WELLNESS CENTER, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,8600 AURORA AVE N             ,STE B                    ,CHOICE WELLNESS CENTER                       ,6.03072e+15,981030000.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5611,5612,420604,39,BREMERTON               ,,KITSAP,,420604,,494 NW SCHUYLER RD            ,BREMERTON               ,WA,                         ,983118955.0,ALTERNATIVE METHODS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,494 NW SCHUYLER RD            ,                         ,ALTERNATIVE METHODS LLC                      ,6.03078e+15,983118955.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5612,5613,420605,265,SEATTLE                 ,,KING,,420605,,8002 21ST AVE NE              ,SEATTLE                 ,WA,                         ,981154506.0,GREEN SKY SEATTLE LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,9804 LAKE CITY WAY NE STE B   ,                         ,GREEN SKY SEATTLE LLC                        ,6.03088e+15,981152300.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5613,5614,420606,393,WASHOUGAL               ,,CLARK,,420606,,470 N Y ST STE W              ,WASHOUGAL               ,WA,                         ,986718532.0,LACAMAS FLOWERS & EVENTS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,470 N Y ST STE W              ,                         ,LACAMAS FLOWERS & EVENTS LLC                 ,6.03089e+15,986718532.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5614,5615,420607,556,TACOMA                  ,,PIERCE,,420607,,8236 PACIFIC AVE              ,TACOMA                  ,WA,                         ,984085827.0,SEATTLE MEDICINAL COLLECTIVE,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,8236 PACIFIC AVE              ,                         ,SEATTLE MEDICINAL COLLECTIVE                 ,6.03239e+15,984085827.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5615,5616,420608,483,OLYMPIA                 ,,THURSTON,,420608,,2210 BLACK LAKE BLVD SW       ,OLYMPIA                 ,WA,                         ,985125604.0,NORTHWEST ALTERNATIVE CARE LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,2210 BLACK LAKE BLVD SW       ,STE C                    ,NORTHWEST ALTERNATIVE CARE                   ,6.03241e+15,985125604.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5616,5617,420611,434,CENTRALIA               ,,LEWIS,,420611,,2114 LAKEMOOR DR SW           ,OLYMPIA                 ,WA,                         ,985125530.0,"OYSTER BAY GROUP 2 , INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,1708 KRESKY AVE               ,                         ,MARIJUANA MART                               ,6.03351e+15,985318985.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5617,5618,420612,328,BOW                     ,,SKAGIT,,420612,,830 E FAIRHAVEN AVE           ,BURLINGTON              ,WA,                         ,982331917.0,THC A DIVISION OF THE HIGH COMPANY,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,3533 CHUCKANUT DR             ,STE B                    ,HIGH SOCIETY                                 ,6.03353e+15,982328564.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5618,5619,420613,494,CENTRALIA               ,,LEWIS,,420613,,20639 OLD HIGHWAY 99 SW UNIT B,CENTRALIA               ,WA,                         ,985318613.0,CC CONSULTING LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,20639 OLD HIGHWAY 99 SW UNIT B,                         ,NW NATURAL WELLNESS                          ,6.03355e+15,985318613.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5619,5620,420614,359,CHELAN                  ,,CHELAN,,420614,,12990 PHELPS RD NE            ,BAINBRIDGE ISLAND       ,WA,                         ,981104197.0,"KASHYYYK, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,246 W MANSON HWY # 6          ,                         ,KASHYYYK                                     ,6.03356e+15,988169583.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5620,5621,420615,527,GRAYLAND                ,,GRAYS HARBOR,,420615,,PO BOX 646                    ,GRAYLAND                ,WA,                         ,985470646.0,PRODUCT DEVELOPMENT COLLECTIVE LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,1628 STATE RT 105 STE A       ,                         ,PRODUCT DEVELOPMENT COLLECTIVE               ,6.03395e+15,98547.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5621,5622,420616,502,BELLINGHAM              ,,WHATCOM,,420616,,1269 XENIA ST                 ,BELLINGHAM              ,WA,                         ,982292261.0,"DARIN SCHRAMMECK, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,1269 XENIA ST                 ,                         ,ONE STOP HEAD SHOP                           ,6.03457e+15,982292261.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5622,5623,420617,332,SPANAWAY                ,,PIERCE,,420617,,217 174TH ST S                ,SPANAWAY                ,WA,                         ,983878705.0,H.O.C. MANAGEMENT AND CONSULTING,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,217 174TH ST S                ,                         ,HOC MANAGEMENT AND CONSULTING                ,6.03469e+15,983878705.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5623,5624,420618,622,SNOQUALMIE              ,,KING,,420618,,34027 SE INDIAN PLUM ST       ,SNOQUALMIE              ,WA,                         ,980659496.0,"KELLEY,  MARGUERITE  LENA",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,34027 SE INDIAN PLUM ST       ,                         ,THE COOKIE JAR                               ,6.03541e+15,980659496.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5624,5625,420619,702,EVERETT                 ,,SNOHOMISH,,420619,,PMB 215                       ,LAKE STEVENS            ,WA,303 91ST AVE NE STE E502 ,982582539.0,THE HEALING LEAF GARDEN COLLECTIVE,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,11701 HIGHWAY 99              ,                         ,VAULT CANNABIS                               ,6.03204e+15,982044809.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5625,5626,420620,517,BELLEVUE                ,,KING,,420620,,4652 159TH AVE SE             ,BELLEVUE                ,WA,                         ,980063259.0,"POLK,  JORDAN",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,4652 159TH AVE SE STE B       ,                         ,PIGGYS GARDEN                                ,6.0355e+15,980063259.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5626,5627,420621,511,LAKE STEVENS            ,,SNOHOMISH,,420621,,309 77TH PL SW                ,EVERETT                 ,WA,                         ,982036212.0,PARADISE GARDENS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,12421 STATE ROUTE 92          ,                         ,PARADISE GARDENS LLC                         ,6.0355e+15,982589626.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5627,5628,420624,383,SEATTLE                 ,,KING,,420624,,521 STADIUM PL S # 2005       ,SEATTLE                 ,WA,                         ,981047800.0,"NEGUSSE,  PHILMON",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,521 STADIUM PL S # 2005       ,                         ,KUSHMART                                     ,6.03551e+15,981047800.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5628,5629,420625,384,SEATTLE                 ,,KING,,420625,,521 STADIUM PL S # 2005       ,SEATTLE                 ,WA,                         ,981047800.0,"NEGUSSE,  PHILMON",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,521 STADIUM PL S # 2005 STE #B,                         ,KUSHMART                                     ,6.03551e+15,981047800.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5629,5630,420626,385,SEATTLE                 ,,KING,,420626,,521 STADIUM PL S # 2005       ,SEATTLE                 ,WA,                         ,981047800.0,"NEGUSSE,  PHILMON",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,521 STADIUM PL S # 2005 STE #C,                         ,KUSHMART                                     ,6.03551e+15,981047800.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5630,5631,420629,558,SEATTLE                 ,,KING,,420629,,4400 S BENEFIT ST             ,SEATTLE                 ,WA,                         ,981185427.0,CANNABIS CARE PROVIDER LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151014.0,"9211 DELRIDGE WAY SOUTHWEST,SW",                         ,SEATTLE QUALITY COLLECTIVE                   ,6.031e+15,98106.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5631,5632,420632,321,SPOKANE                 ,,SPOKANE,,420632,,1491 HIGHWAY 211              ,NEWPORT                 ,WA,                         ,991568377.0,"LODER,  RYAN",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151014.0,953 E 3RD AVE                 ,                         ,HIGH GRADE CANNA                             ,6.03439e+15,992022215.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5632,5633,420633,636,SEATTLE                 ,,KING,,420633,,2113 NE NELSON LN             ,ISSAQUAH                ,WA,                         ,980293671.0,THE GREENHOUSE GROUP LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,3232 1ST AVE S                ,STE C                    ,THE GREENHOUSE GROUP LLC                     ,6.03358e+15,981341818.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5633,5634,420634,625,AUBURN                  ,,KING,,420634,,18617 SE 41ST CT              ,ISSAQUAH                ,WA,                         ,980279742.0,"SIENA PROPERTIES, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,1144 29TH ST NW STE 102       ,                         ,THE EVERGREEN MARKET                         ,6.02429e+15,980012465.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5634,5635,420635,46,SPOKANE VALLEY          ,,SPOKANE,,420635,,PO BOX 14291                  ,SPOKANE VALLEY          ,WA,                         ,992140291.0,"CASTOLDI,  ANDREW  JAMES",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151020.0,11715 E ALKI AVE              ,                         ,ANDY'S LAWN MAINTENANCE                      ,6.01008e+15,992065102.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5635,5636,420638,266,PUYALLUP                ,,PIERCE,,420638,,33530 1ST WAY S STE 102       ,FEDERAL WAY             ,WA,                         ,980037332.0,"PRELUDIO MANAGEMENT, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151020.0,15941 MERIDIAN E STE B2       ,                         ,GREEN SOLUTION PLACE                         ,6.02465e+15,983759503.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5636,5637,420639,720,KELSO                   ,,COWLITZ,,420639,,5502 MT SOLO RD               ,LONGVIEW                ,WA,                         ,986329214.0,S.S. ENTERPRISING LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151020.0,#98B MINOR RD                 ,                         ,WESTSIDE420                                  ,6.03074e+15,98626.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5637,5638,420640,36,SEATTLE                 ,,KING,,420640,,5609 4TH AVE S                ,SEATTLE                 ,WA,                         ,981082422.0,LANCASTRIAN FOUNDATION,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151020.0,5609 4TH AVE S                ,                         ,ALTERNATIVE CARE CLINIC                      ,6.03076e+15,981082422.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
