,Unnamed: 0,License_Number,X,City,City.1,County,DateCreated,License.,Mail.Suite.Rm,MailAddress,MailCity,MailState,MailSuite.Rm,MailZipCode,OwnerName,PrivDesc,PrivilegeStatus,ReasonAction,State,State.1,StatusDate,StreetAddress,Suite.Rm,Tradename,UBI,ZipCode,ZipCode.1,type:medical,type:processor,type:producer,type:retailer,Group.1,Total_Sales,Excise_Tax_Due,tax_rate,violation_count,violator,log_Total_Sales,log_Excise_Tax_Due,age,months_old
2546,2547,414716,815,SPOKANE                 ,SPOKANE                 ,SPOKANE,20150105.0,414716,                         ,1305 S HAYFORD RD             ,,,,,"CHILDS,  FLORENCE  LILLIAN",MARIJUANA RETAILER                 ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,1305 S HAYFORD RD             ,                         ,THE TOP SHELF                                ,6.03358e+15,992245276.0,992245276.0,0,0,0,1,414716.0,1152177,368533.0,3.349998385,0,False,13.95716375,12.81728554,12.8666666667,12.8666666667
2547,2548,414717,650,ABERDEEN                ,DUVALL                  ,GRAYS HARBOR,20131225.0,414717,                         ,PO BOX 248                    ,,,,,"CAPEDER,  STEVEN  SCOTT",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,511 W STATE ST                ,                         ,STEVEN SCOTT CAPEDER                         ,6.03358e+15,985206027.0,980190248.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2548,2549,414718,1204,TACOMA                  ,PUYALLUP                ,PIERCE,20131225.0,414718,                         ,15809 69TH AVE CT E           ,,,,,RECREATIONAL + LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,5825 TACOMA MALL BLVD STE 102 ,                         ,CONNOISSEUR HEAVEN                           ,6.03357e+15,984096906.0,983757163.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2549,2550,414719,1205,TACOMA                  ,PUYALLUP                ,PIERCE,20131225.0,414719,                         ,15809 69TH AVE CT E           ,,,,,RECREATIONAL + LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,6001 TACOMA MALL BLVD         ,                         ,CONNOISSEUR HEAVEN                           ,6.03357e+15,984096826.0,983757163.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2550,2551,414720,309,ISSAQUAH                ,SAMMAMISH               ,KING,20131225.0,414720,                         ,807 258TH AVE NE              ,,,,,MODERN CREATIONS LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,255 NE JUNIPER ST             ,                         ,MODERN CREATIONS                             ,6.03357e+15,980272504.0,980747353.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2551,2552,414721,310,MARYSVILLE              ,SAMMAMISH               ,SNOHOMISH,20131225.0,414721,                         ,807 258TH AVE NE              ,,,,,MODERN CREATIONS LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1115-1119 5TH ST              ,                         ,MODERN CREATIONS                             ,6.03357e+15,982704502.0,980747353.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2552,2553,414722,1508,SEATTLE                 ,ISSAQUAH                ,KING,20131225.0,414722,                         ,18844 SE 42ND ST              ,,,,,GREENBRIAR NW LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1944 1ST AVE S STE 100        ,                         ,GREENBRIAR NW                                ,6.03357e+15,981341406.0,980279366.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2553,2554,414723,502,TACOMA                  ,TACOMA                  ,PIERCE,20141229.0,414723,                         ,3111 S PINE ST                ,,,,,JAR MGMT LLC,MARIJUANA RETAILER                 ,PENDING (ISSUED),PENDING        ,WA,WA,,3111 S PINE ST                ,                         ,RAINIER ON PINE                              ,6.03358e+15,984094711.0,984094711.0,0,0,0,1,414723.0,6157039,1750672.0,4.600008285,7,True,15.63310654,14.37551027,13.1,13.1
2554,2555,414724,632,EVERETT                 ,SEATTLE                 ,SNOHOMISH,20131225.0,414724,                         ,4752 GREEN LAKE WAY N         ,,,,,JAR MGMT LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1811 BROADWAY                 ,                         ,SPACE                                        ,6.03358e+15,982012348.0,981036638.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2555,2556,414725,633,VANCOUVER               ,SEATTLE                 ,CLARK,20131225.0,414725,                         ,4752 GREEN LAKE WAY N         ,,,,,JAR MGMT LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2801 FORT VANCOUVER WAY       ,                         ,SPACE                                        ,6.03358e+15,986613706.0,981036638.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2556,2557,414726,759,SEATTLE                 ,SEATTLE                 ,KING,20131225.0,414726,                         ,4707 SAND POINT WAY NE        ,,,,,THE GREENHOUSE GROUP LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,5300 17TH AVE NW STE B        ,                         ,THE GREENHOUSE GROUP                         ,6.03358e+15,981073815.0,981053915.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2557,2558,414727,760,SEATTLE                 ,SEATTLE                 ,KING,20131225.0,414727,                         ,4707 SAND POINT WAY NE        ,,,,,THE GREENHOUSE GROUP LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3809 DELRIDGE WAY SW          ,                         ,THE GREENHOUSE GROUP                         ,6.03358e+15,981061133.0,981053915.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2558,2559,414728,121,SEATTLE                 ,SEATTLE                 ,KING,20131225.0,414728,                         ,11030 19TH AVE SW             ,,,,,JUST HEMP LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,11030 19TH AVE SW             ,                         ,JUST HEMP                                    ,6.03358e+15,981462040.0,981462040.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2559,2560,414729,1386,STEVENSON               ,STEVENSON               ,SKAMANIA,20131225.0,414729,                         ,47802 STATE HWY 14            ,,,,,"GIZMO, LLC",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,25 NE 2ND ST                  ,                         ,GIZMO                                        ,6.03358e+15,986484215.0,986483000.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2560,2561,414730,1228,SEATTLE                 ,SEATTLE                 ,KING,20131225.0,414730,                         ,PO BOX 30888                  ,,,,,D2 INVESTMENTS LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,12059 AURORA AVE N BLDG 1     ,                         ,D2 INVESTMENTS                               ,6.03358e+15,981338249.0,981130888.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2562,2563,414731,575,SEATTLE                 ,SEATTLE                 ,KING,20150409.0,414731,                         ,PO BOX 30888                  ,,,,,D2 INVESTMENTS LLC,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,12059 AURORA AVE N            ,                         ,SEATTLE TONICS                               ,6.03358e+15,981338249.0,981130888.0,0,0,0,1,414731.0,1381297,479063.0,2.600168359,1,True,14.13853347,13.07958739,9.73333333333,9.73333333333
2563,2564,414732,1229,SEATTLE                 ,SEATTLE                 ,KING,20131225.0,414732,                         ,PO BOX 30888                  ,,,,,D2 INVESTMENTS LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,12201 AURORA AVE N            ,                         ,D2 INVESTMENTS                               ,6.03358e+15,981338032.0,981130888.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2564,2565,414733,36,OLYMPIA                 ,OLYMPIA                 ,THURSTON,20150522.0,414733,                         ,PO BOX 1966                   ,,,,,CHAMPAGNE PRODUCTS LLC,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,410-A RONLEE LN               ,                         ,420 WEST                                     ,6.03359e+15,985029266.0,985071966.0,0,0,0,1,414733.0,94308,34894.0,1.109997344,0,False,11.4543213,10.46007017,8.3,8.3
2566,2567,414735,295,PORT ANGELES            ,PORT ANGELES            ,CLALLAM,20150303.0,414735,                         ,6425 S MOUNT ANGELES RD       ,,,,,PACIFIC EDUCATION INC.,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,536 MARINE DR STE B           ,                         ,MISTER BUDS                                  ,6.02151e+15,983632230.0,983628931.0,0,0,0,1,414735.0,313695,100646.0,2.849967711,0,False,12.65617646,11.51936469,10.9666666667,10.9666666667
2568,2569,414737,168,LACEY                   ,BELLINGHAM              ,THURSTON,20131225.0,414737,                         ,4568 VINING RD                ,,,,,"KUSH HOUSE, INC.",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,7131 MARTIN WAY E             ,                         ,KUSH HOUSE                                   ,6.03358e+15,985165535.0,982267529.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2569,2570,414738,169,SEATTLE                 ,BELLINGHAM              ,KING,20131225.0,414738,                         ,4568 VINING RD                ,,,,,"KUSH HOUSE, INC.",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,10740 MYERS WAY S             ,                         ,KUSH HOUSE                                   ,6.03358e+15,981681326.0,982267529.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2570,2571,414739,170,TACOMA                  ,BELLINGHAM              ,PIERCE,20131225.0,414739,                         ,4568 VINING RD                ,,,,,"KUSH HOUSE, INC.",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,5101 52ND ST E                ,                         ,KUSH HOUSE                                   ,6.03358e+15,984330000.0,982267529.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2571,2572,414740,553,OMAK                    ,OMAK                    ,OKANOGAN,20150528.0,414740,                         ,903 ENGH RD  STE C            ,,,,,"SAGE SHOP, LLC",MARIJUANA RETAILER                 ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,903 ENGH RD  STE C            ,                         ,SAGE SHOP                                    ,6.03358e+15,988419627.0,988419627.0,0,0,0,1,414740.0,400900,141484.0,2.350327905,0,False,12.9014673,11.85994192,8.1,8.1
2572,2573,414741,506,MOUNTLAKE TERRACE       ,BAINBRIDGE ISLAND       ,SNOHOMISH,20131225.0,414741,                         ,250 CAMELIA LOOP NE #158      ,,,,,"RECREATIONAL RETAIL, INC.",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,21215 52ND AVE W              ,                         ,RECREATIONAL RETAIL                          ,6.03358e+15,980430000.0,981107830.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2573,2574,414742,507,SEAVIEW                 ,BAINBRIDGE ISLAND       ,PACIFIC,20131225.0,414742,                         ,250 CAMELIA LOOP NE #158      ,,,,,"RECREATIONAL RETAIL, INC.",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2929 PACIFIC WAY              ,                         ,RECREATIONAL RETAIL                          ,6.03358e+15,986444202.0,981101861.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2574,2575,414743,508,ENUMCLAW                ,BAINBRIDGE ISLAND       ,KING,20131225.0,414743,                         ,250 CAMELIA LOOP NE #158      ,,,,,"RECREATIONAL RETAIL, INC.",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1343 COLE ST                  ,                         ,RECREATIONAL RETAIL                          ,6.03358e+15,980220000.0,981101861.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2575,2576,414744,756,VANCOUVER               ,VANCOUVER               ,CLARK,20131225.0,414744,                         ,6908 TOPEKA LN                ,,,,,THE GREEN SUPPLY LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3414 NE 52ND ST               ,                         ,THE GREEN SUPPLY                             ,6.03358e+15,986612399.0,986641144.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2576,2577,414745,597,FRIDAY HARBOR           ,FRIDAY HARBOR           ,SAN JUAN,20131225.0,414745,                         ,725 KIYA WAY                  ,,,,,SHEPPARD ENTERPRISES LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,779 MULLIS ST                 ,                         ,SHEPPARD ENTERPRISES                         ,6.03358e+15,982508083.0,982505612.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2577,2578,414746,250,WASHOUGAL               ,VANCOUVER               ,CLARK,20131225.0,414746,                         ,211 E MCLOUGHLIN BLVD         ,,,,,"MARY JANE'S 502, INC.",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,245 6TH ST                    ,                         ,MARY JANE'S 502                              ,6.03358e+15,986712123.0,986635725.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2578,2579,414747,1182,SEATTLE                 ,BELLEVUE                ,KING,20131225.0,414747,                         ,118 107TH AVE NE STE B210     ,,,,,CHOATO KITCHEN INC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,11425 RAINIER AVE S           ,                         ,CHOATO KITCHEN                               ,6.03358e+15,981783954.0,980045978.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2579,2580,414748,933,SEATTLE                 ,SEATTLE                 ,KING,20140104.0,414748,                         ,2400 NW 80TH ST #332          ,,,,,"THINC, LLC",MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,11009 1ST AVE S               ,                         ,"THINC, LLC                                   ",6.03499e+15,981681401.0,981174449.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.0666666667,25.0666666667
2580,2581,414749,1269,BURIEN                  ,BURIEN                  ,KING,20131225.0,414749,                         ,14908 AMBAUM BLVD SW          ,,,,,"DMRS, LLC",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,14908 AMBAUM BLVD SW          ,                         ,DMRS                                         ,6.03346e+15,981661848.0,98166184.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2581,2582,414750,1625,SEATTLE                 ,SEATTLE                 ,KING,20150717.0,414750,                         ,12925 MARTIN LUTHER KING WAY  ,,,,,"III KING COMPANY, LLC",MARIJUANA RETAILER                 ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,12925 MARTIN LUTHER KING WAY  ,                         ,III KING COMPANY                             ,6.03351e+15,981780000.0,981780000.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,6.43333333333,6.43333333333
2582,2583,414751,1626,BLACK DIAMOND           ,SOUTH PRAIRIE           ,KING,20131225.0,414751,                         ,PO BOX 495                    ,,,,,"III KING COMPANY, LLC",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,34828 ENUMCLAW BLACK DIAMOND  ,RD SE                    ,III KING COMPANY                             ,6.03351e+15,980109784.0,983850495.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2583,2584,414752,107,PORT ANGELES            ,PORT ANGELES            ,CLALLAM,20131224.0,414752,                         ,124 W RAILROAD AVE            ,,,,,"JOINT VENTURES PORT ANGELES, LLC",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,11607 B EAST FRONT STREET     ,                         ,JOINT VENTURES PORT ANGELES                  ,6.03352e+15,983624636.0,983622621.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2584,2585,414753,1016,EVERETT                 ,BOTHELL                 ,SNOHOMISH,20131225.0,414753,                         ,1912 240TH  PLACE  SE         ,,,,,AWESOME GREEN LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,13224 HWY 99                  ,                         ,AWESOME GREEN                                ,6.03353e+15,982045424.0,980210000.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2585,2586,414754,1330,SHELTON                 ,SHELTON                 ,MASON,20131225.0,414754,                         ,6671 WEST SHELTON-MATLOCK RD  ,,,,,FANTASY FLOWERS LLP,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,6671 W SHELTON-MATLOCK RD     ,                         ,FANTASY FLOWERS                              ,6.03357e+15,985848914.0,985848914.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2586,2587,414755,1463,WENATCHEE               ,KIRKLAND                ,CHELAN,20141127.0,414755,                         ,12040 98TH AVE NE STE 203     ,,,,,BLUE DREAMS A POT SHOP LLC,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,3012 GS CENTER RD STE A       ,                         ,GREEN LIFE CANNABIS                          ,6.0336e+15,988019116.0,980344290.0,0,0,0,1,414755.0,978397,288642.0,4.600000536,2,True,13.7936708,12.57294244,14.1666666667,14.1666666667
2588,2589,414756,431,SPOKANE                 ,RENTON                  ,SPOKANE,20131225.0,414756,                         ,14105 148TH PL SE             ,,,,,"BRITTON,  PAIGE",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,9400 N NEWPORT HWY            ,                         ,PAIGE BRITTON                                ,6.03359e+15,992180000.0,980597324.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2589,2590,414757,432,SPOKANE VALLEY          ,RENTON                  ,SPOKANE,20150908.0,414757,                         ,14105 148TH PL SE             ,,,,,"BRITTON,  PAIGE",MARIJUANA RETAILER                 ,CLOSED (PERMANENT),WITHDRAWN      ,WA,WA,,9827 E SPRAGUE AVE            ,                         ,PAIGE BRITTON                                ,6.03359e+15,992060000.0,980597324.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,4.66666666667,4.66666666667
